task_id,task_type,machine_id,machine_type,operator_id,scheduled_start,scheduled_end,start_time,end_time,actual_duration_min,planned_quantity,quantity_done,progress_pct,cycle_time_sec,cycles_completed,ground_softness,rain,slope_deg,avg_load_pct,is_night,idle_min,fuel_used_l
T00116,GRADE,DOZ001,DOZER,OP006,2026-01-18 14:45:00,2026-01-18 16:45:00,2026-01-18 14:56:28,2026-01-18 18:24:24,207.94,1082,595,55.0,84.0,142,0.909,1,8.04,82.14,0,10.79,1382.29
T00117,LIFT,EXC001,EXCAVATOR,OP007,2026-01-08 12:00:00,2026-01-08 13:40:00,2026-01-08 11:49:52,2026-01-08 12:10:01,20.15,101,86,85.1,94.11,11,0.254,1,7.62,69.51,0,4.06,141.07
T00118,GRADE,DOZ001,DOZER,OP003,2026-01-16 06:15:00,2026-01-16 08:15:00,2026-01-16 05:59:57,2026-01-16 08:31:30,151.56,1178,530,45.0,65.27,130,0.243,0,9.71,49.23,1,11.0,774.98
T00119,LOAD,LOD001,LOADER,OP008,2026-01-04 14:45:00,2026-01-04 16:05:00,2026-01-04 15:06:16,2026-01-04 15:17:04,10.8,43,37,86.0,39.9,6,0.365,0,0.0,67.34,0,7.07,31.31
T00120,GRADE,DOZ001,DOZER,OP002,2026-01-16 10:30:00,2026-01-16 12:30:00,2026-01-16 10:19:54,2026-01-16 12:34:40,134.76,964,868,90.0,62.08,115,0.631,0,5.61,54.27,0,7.99,653.56
T00121,LOAD,LOD001,LOADER,OP006,2026-01-21 17:45:00,2026-01-21 19:05:00,2026-01-21 17:46:02,2026-01-21 18:00:29,14.44,178,178,100.0,34.65,19,0.102,0,3.74,47.76,0,3.47,72.27
T00122,DIG,EXC001,EXCAVATOR,OP005,2026-01-08 17:00:00,2026-01-08 18:15:00,2026-01-08 16:54:52,2026-01-08 17:54:44,59.86,524,236,45.0,45.32,66,0.607,1,1.39,73.67,0,16.45,340.33
T00123,DIG,EXC002,EXCAVATOR,OP003,2026-01-23 10:00:00,2026-01-23 11:15:00,2026-01-23 09:24:56,2026-01-23 09:53:17,28.35,127,127,100.0,41.55,15,0.422,1,7.72,65.04,0,17.96,70.58
T00124,DIG,EXC002,EXCAVATOR,OP006,2026-01-12 12:15:00,2026-01-12 13:30:00,2026-01-12 12:06:29,2026-01-12 12:27:09,20.66,330,314,95.2,30.81,36,0.299,0,2.51,68.74,0,3.97,120.36
T00125,LIFT,EXC001,EXCAVATOR,OP003,2026-01-03 15:45:00,2026-01-03 17:25:00,2026-01-03 15:35:58,2026-01-03 15:58:25,22.45,81,77,95.1,86.79,10,0.233,0,9.05,73.08,0,8.46,120.21
T00126,LIFT,EXC001,EXCAVATOR,OP008,2026-01-21 10:45:00,2026-01-21 12:25:00,2026-01-21 10:50:49,2026-01-21 11:19:22,28.56,85,76,89.4,94.76,9,0.322,1,7.07,69.32,0,14.73,123.77
T00127,GRADE,DOZ001,DOZER,OP003,2026-01-03 13:30:00,2026-01-03 15:30:00,2026-01-03 13:32:26,2026-01-03 14:49:20,76.9,762,686,90.0,50.91,83,0.14,0,3.3,54.53,0,9.01,391.67
T00128,GRADE,DOZ001,DOZER,OP008,2026-01-28 10:15:00,2026-01-28 12:15:00,2026-01-28 10:17:19,2026-01-28 12:16:32,119.22,937,609,65.0,57.43,105,0.329,0,1.53,64.28,0,12.18,670.32
T00129,DIG,EXC001,EXCAVATOR,OP007,2026-01-19 11:30:00,2026-01-19 12:45:00,2026-01-19 11:29:43,2026-01-19 12:04:20,34.61,382,382,100.0,34.71,45,0.244,0,5.35,64.96,0,8.58,177.13
T00130,GRADE,DOZ001,DOZER,OP001,2026-01-19 16:00:00,2026-01-19 18:00:00,2026-01-19 16:04:50,2026-01-19 18:28:08,143.29,1167,759,65.0,57.35,125,0.328,1,3.4,50.78,0,17.22,713.94
T00131,LOAD,LOD001,LOADER,OP006,2026-01-08 16:15:00,2026-01-08 17:35:00,2026-01-08 16:38:16,2026-01-08 16:58:32,20.27,198,198,100.0,35.35,22,0.283,0,2.29,67.98,0,7.31,95.55
T00132,LIFT,EXC001,EXCAVATOR,OP001,2026-01-10 13:00:00,2026-01-10 14:40:00,2026-01-10 12:39:32,2026-01-10 13:04:32,25.0,113,96,85.0,84.53,13,0.231,0,6.53,82.67,0,9.39,160.59
T00133,DIG,EXC002,EXCAVATOR,OP006,2026-01-24 12:15:00,2026-01-24 13:30:00,2026-01-24 12:08:40,2026-01-24 12:34:51,26.19,285,285,100.0,36.76,34,0.53,0,4.25,75.09,0,5.36,145.58
T00134,LOAD,LOD001,LOADER,OP003,2026-01-09 13:30:00,2026-01-09 14:50:00,2026-01-09 13:41:24,2026-01-09 14:09:10,27.78,231,150,64.9,42.78,27,0.481,0,3.87,68.51,0,10.3,132.44
T00135,DIG,EXC002,EXCAVATOR,OP002,2026-01-05 09:45:00,2026-01-05 11:00:00,2026-01-05 09:51:00,2026-01-05 10:46:03,55.05,650,650,100.0,33.67,76,0.492,0,2.68,60.66,0,12.4,279.73
T00136,GRADE,DOZ001,DOZER,OP005,2026-01-18 07:45:00,2026-01-18 09:45:00,2026-01-18 07:32:49,2026-01-18 09:17:55,105.1,904,814,90.0,55.16,97,0.257,0,8.63,56.48,0,16.1,495.44
T00137,LOAD,LOD001,LOADER,OP006,2026-01-04 16:15:00,2026-01-04 17:35:00,2026-01-04 16:12:47,2026-01-04 16:35:33,22.77,160,160,100.0,40.39,19,0.481,0,2.14,73.23,0,9.98,96.96
T00138,LOAD,LOD001,LOADER,OP002,2026-01-21 13:30:00,2026-01-21 14:50:00,2026-01-21 13:26:17,2026-01-21 14:03:57,37.67,206,206,100.0,50.27,26,0.8,1,3.88,51.32,0,15.89,144.88
T00139,LIFT,EXC001,EXCAVATOR,OP001,2026-01-10 13:00:00,2026-01-10 14:40:00,2026-01-10 13:00:15,2026-01-10 13:15:16,15.02,44,44,100.0,78.13,5,0.172,0,12.15,68.21,0,8.51,56.77
T00140,LIFT,EXC002,EXCAVATOR,OP008,2026-01-12 16:45:00,2026-01-12 18:25:00,2026-01-12 16:46:45,2026-01-12 17:08:38,21.87,59,38,64.4,72.65,7,0.404,0,0.26,78.67,0,11.95,73.11
T00141,DIG,EXC002,EXCAVATOR,OP007,2026-01-09 06:30:00,2026-01-09 07:45:00,2026-01-09 06:44:06,2026-01-09 07:14:18,30.2,302,287,95.0,39.18,34,0.461,0,2.01,64.93,1,7.53,142.53
T00142,LIFT,EXC002,EXCAVATOR,OP002,2026-01-22 11:30:00,2026-01-22 13:10:00,2026-01-22 11:22:15,2026-01-22 11:34:49,12.57,35,35,100.0,62.75,4,0.062,0,5.15,69.88,0,8.39,34.12
T00143,LIFT,EXC001,EXCAVATOR,OP008,2026-01-03 16:15:00,2026-01-03 17:55:00,2026-01-03 16:03:40,2026-01-03 16:18:47,15.12,25,25,100.0,102.94,4,0.738,0,8.04,67.34,0,8.26,60.94
T00144,LOAD,LOD001,LOADER,OP003,2026-01-26 15:15:00,2026-01-26 16:35:00,2026-01-26 15:28:31,2026-01-26 15:37:24,8.89,57,43,75.4,37.94,6,0.091,0,3.8,70.66,0,5.1,30.75
T00145,LIFT,EXC001,EXCAVATOR,OP004,2026-01-11 08:00:00,2026-01-11 09:40:00,2026-01-11 08:13:19,2026-01-11 08:29:15,15.94,90,58,64.4,75.14,10,0.192,0,1.8,71.7,0,4.04,105.72
T00146,LIFT,EXC001,EXCAVATOR,OP005,2026-01-26 08:00:00,2026-01-26 09:40:00,2026-01-26 08:04:54,2026-01-26 08:18:33,13.65,26,26,100.0,68.36,3,0.26,0,2.84,67.9,0,10.23,30.98
T00147,LOAD,LOD001,LOADER,OP006,2026-01-01 08:30:00,2026-01-01 09:50:00,2026-01-01 08:11:31,2026-01-01 08:23:43,12.19,53,53,100.0,36.39,6,0.186,0,6.07,69.05,0,8.56,30.19
T00148,GRADE,DOZ001,DOZER,OP002,2026-01-16 13:30:00,2026-01-16 15:30:00,2026-01-16 13:24:20,2026-01-16 14:00:18,35.98,373,354,94.9,46.32,40,0.198,0,4.9,66.38,0,8.27,188.39
T00149,LIFT,EXC001,EXCAVATOR,OP005,2026-01-15 16:00:00,2026-01-15 17:40:00,2026-01-15 15:59:38,2026-01-15 16:17:07,17.49,35,16,45.7,73.25,4,0.045,0,3.93,98.0,0,13.35,51.72
T00150,GRADE,DOZ001,DOZER,OP002,2026-01-16 17:45:00,2026-01-16 19:45:00,2026-01-16 17:44:38,2026-01-16 18:24:33,39.91,300,165,55.0,52.59,33,0.214,0,5.81,63.08,0,8.88,178.01
T00151,LOAD,LOD001,LOADER,OP002,2026-01-05 10:30:00,2026-01-05 11:50:00,2026-01-05 10:36:15,2026-01-05 11:15:24,39.15,137,62,45.3,60.0,18,0.615,1,2.83,85.74,0,22.72,150.09
T00152,LOAD,LOD001,LOADER,OP007,2026-01-04 17:00:00,2026-01-04 18:20:00,2026-01-04 17:11:22,2026-01-04 17:52:34,41.21,258,232,89.9,55.4,33,0.507,1,3.93,77.94,0,11.78,242.22
T00153,LIFT,EXC002,EXCAVATOR,OP008,2026-01-29 09:45:00,2026-01-29 11:25:00,2026-01-29 09:53:21,2026-01-29 10:17:16,23.91,106,80,75.5,74.73,12,0.174,0,2.0,69.16,0,8.25,123.78
T00154,GRADE,DOZ001,DOZER,OP002,2026-01-11 12:30:00,2026-01-11 14:30:00,2026-01-11 12:28:22,2026-01-11 13:54:46,86.4,672,672,100.0,57.11,80,0.465,0,7.5,58.37,0,10.25,446.92
T00155,LIFT,EXC002,EXCAVATOR,OP002,2026-01-03 07:00:00,2026-01-03 08:40:00,2026-01-03 06:58:08,2026-01-03 07:27:40,29.53,130,130,100.0,75.81,15,0.269,0,6.35,85.38,0,10.57,158.17
T00156,LOAD,LOD001,LOADER,OP001,2026-01-19 14:30:00,2026-01-19 15:50:00,2026-01-19 14:42:02,2026-01-19 15:04:38,22.6,211,211,100.0,43.71,25,0.471,0,0.0,72.6,0,4.39,133.88
T00157,LOAD,LOD001,LOADER,OP001,2026-01-10 15:30:00,2026-01-10 16:50:00,2026-01-10 15:21:08,2026-01-10 15:46:45,25.63,130,130,100.0,51.61,17,0.785,0,6.76,62.26,0,11.01,117.92
T00158,LIFT,EXC001,EXCAVATOR,OP008,2026-01-08 07:30:00,2026-01-08 09:10:00,2026-01-08 07:19:35,2026-01-08 07:59:39,40.07,114,114,100.0,115.26,15,0.744,1,3.35,69.74,0,11.25,238.18
T00159,LOAD,LOD001,LOADER,OP007,2026-01-28 14:00:00,2026-01-28 15:20:00,2026-01-28 13:59:12,2026-01-28 14:19:29,20.28,195,107,54.9,45.96,22,0.251,0,7.38,65.36,0,5.74,124.08
T00160,LOAD,LOD001,LOADER,OP003,2026-01-09 17:30:00,2026-01-09 18:50:00,2026-01-09 17:44:26,2026-01-09 18:15:14,30.8,126,126,100.0,53.35,16,0.632,1,7.09,73.92,0,16.58,113.89
T00161,LIFT,EXC001,EXCAVATOR,OP007,2026-01-03 08:00:00,2026-01-03 09:40:00,2026-01-03 07:55:33,2026-01-03 08:11:08,15.59,43,37,86.0,74.83,6,0.356,0,0.46,73.91,0,9.42,63.14
T00162,LIFT,EXC002,EXCAVATOR,OP007,2026-01-15 11:15:00,2026-01-15 12:55:00,2026-01-15 11:22:39,2026-01-15 11:58:29,35.82,114,114,100.0,116.0,14,0.647,1,1.5,88.75,0,8.76,226.85
T00163,LOAD,LOD001,LOADER,OP001,2026-01-05 08:00:00,2026-01-05 09:20:00,2026-01-05 07:59:04,2026-01-05 08:25:45,26.69,212,212,100.0,43.7,25,0.371,1,6.57,66.87,0,8.48,131.02
T00164,GRADE,DOZ001,DOZER,OP008,2026-01-20 13:45:00,2026-01-20 15:45:00,2026-01-20 13:47:18,2026-01-20 15:13:15,85.94,709,709,100.0,60.53,78,0.325,0,6.03,67.15,0,7.26,474.35
T00165,DIG,EXC002,EXCAVATOR,OP007,2026-01-04 10:45:00,2026-01-04 12:00:00,2026-01-04 10:43:45,2026-01-04 11:37:00,53.24,619,557,90.0,41.44,74,0.579,0,4.96,68.51,0,5.49,351.08
T00166,DIG,EXC001,EXCAVATOR,OP007,2026-01-20 06:00:00,2026-01-20 07:15:00,2026-01-20 05:56:11,2026-01-20 06:18:12,22.02,289,289,100.0,36.33,31,0.131,0,4.38,73.37,1,3.25,123.04
T00167,LIFT,EXC001,EXCAVATOR,OP005,2026-01-10 11:00:00,2026-01-10 12:40:00,2026-01-10 11:03:57,2026-01-10 11:18:59,15.03,21,20,95.2,83.11,3,0.454,0,0.87,91.78,0,11.27,40.67
T00168,GRADE,DOZ001,DOZER,OP003,2026-01-13 14:15:00,2026-01-13 16:15:00,2026-01-13 14:31:28,2026-01-13 17:20:51,169.39,1174,1115,95.0,75.44,138,0.538,0,10.35,43.92,0,7.66,925.84
T00169,LOAD,LOD001,LOADER,OP007,2026-01-28 17:00:00,2026-01-28 18:20:00,2026-01-28 17:02:16,2026-01-28 17:17:03,14.78,151,151,100.0,39.71,16,0.023,0,5.75,75.71,0,4.19,74.7
T00170,DIG,EXC002,EXCAVATOR,OP007,2026-01-19 12:45:00,2026-01-19 14:00:00,2026-01-19 12:29:28,2026-01-19 12:54:11,24.72,376,376,100.0,32.72,40,0.179,0,2.87,68.27,0,2.91,145.35
T00171,DIG,EXC002,EXCAVATOR,OP003,2026-01-26 15:45:00,2026-01-26 17:00:00,2026-01-26 15:39:21,2026-01-26 16:11:02,31.68,450,450,100.0,29.82,48,0.147,0,6.23,65.93,0,7.82,148.24
T00172,DIG,EXC001,EXCAVATOR,OP007,2026-01-19 12:00:00,2026-01-19 13:15:00,2026-01-19 12:12:05,2026-01-19 13:08:32,56.45,485,315,64.9,41.67,57,0.491,1,3.14,75.44,0,15.17,250.31
T00173,LOAD,LOD001,LOADER,OP006,2026-01-25 08:00:00,2026-01-25 09:20:00,2026-01-25 07:41:31,2026-01-25 07:58:39,17.14,170,153,90.0,34.23,19,0.161,0,2.51,66.02,0,5.17,77.76
T00174,LIFT,EXC002,EXCAVATOR,OP006,2026-01-24 16:15:00,2026-01-24 17:55:00,2026-01-24 15:59:05,2026-01-24 16:20:15,21.16,80,80,100.0,79.4,9,0.433,0,4.79,74.11,0,9.25,100.93
T00175,LOAD,LOD001,LOADER,OP003,2026-01-20 08:00:00,2026-01-20 09:20:00,2026-01-20 07:48:34,2026-01-20 08:11:46,23.21,85,38,44.7,48.08,10,0.447,1,4.53,79.1,0,14.43,68.91
T00176,GRADE,DOZ001,DOZER,OP008,2026-01-22 15:30:00,2026-01-22 17:30:00,2026-01-22 15:16:12,2026-01-22 17:49:35,153.38,797,797,100.0,78.48,108,0.753,1,5.4,66.9,0,12.1,881.95
T00177,DIG,EXC002,EXCAVATOR,OP008,2026-01-21 10:30:00,2026-01-21 11:45:00,2026-01-21 10:31:01,2026-01-21 10:53:06,22.09,137,137,100.0,34.99,16,0.377,0,6.92,73.8,0,12.76,62.75
T00178,DIG,EXC002,EXCAVATOR,OP008,2026-01-15 06:00:00,2026-01-15 07:15:00,2026-01-15 06:01:53,2026-01-15 06:38:08,36.25,457,297,65.0,35.08,48,0.165,0,2.91,52.12,1,8.82,154.82
T00179,DIG,EXC001,EXCAVATOR,OP007,2026-01-15 15:00:00,2026-01-15 16:15:00,2026-01-15 15:05:16,2026-01-15 15:50:02,44.77,540,297,55.0,37.47,60,0.379,0,6.36,72.22,0,4.15,236.27
T00180,LIFT,EXC002,EXCAVATOR,OP008,2026-01-17 08:00:00,2026-01-17 09:40:00,2026-01-17 07:55:42,2026-01-17 08:28:04,32.36,135,135,100.0,81.67,16,0.375,0,4.75,80.54,0,10.58,173.2
T00181,LOAD,LOD001,LOADER,OP003,2026-01-02 09:45:00,2026-01-02 11:05:00,2026-01-02 09:39:15,2026-01-02 10:04:36,25.35,152,144,94.7,52.0,18,0.548,1,6.46,76.21,0,8.47,124.03
T00182,LIFT,EXC002,EXCAVATOR,OP006,2026-01-30 10:45:00,2026-01-30 12:25:00,2026-01-30 10:26:49,2026-01-30 10:45:08,18.33,124,93,75.0,75.77,13,0.165,0,6.77,87.12,0,3.05,147.81
T00183,DIG,EXC002,EXCAVATOR,OP002,2026-01-11 07:45:00,2026-01-11 09:00:00,2026-01-11 08:01:38,2026-01-11 08:44:38,42.99,370,370,100.0,37.6,47,0.629,0,3.0,50.93,0,13.54,175.14
T00184,LIFT,EXC002,EXCAVATOR,OP002,2026-01-19 16:15:00,2026-01-19 17:55:00,2026-01-19 16:03:54,2026-01-19 16:44:42,40.81,109,109,100.0,87.75,14,0.669,1,0.79,70.93,0,20.33,168.66
T00185,GRADE,DOZ001,DOZER,OP002,2026-01-10 14:45:00,2026-01-10 16:45:00,2026-01-10 14:43:59,2026-01-10 16:22:38,98.64,822,616,74.9,51.16,97,0.349,0,2.18,53.37,0,15.86,449.49
T00186,DIG,EXC002,EXCAVATOR,OP006,2026-01-01 11:30:00,2026-01-01 12:45:00,2026-01-01 11:33:15,2026-01-01 11:57:25,24.16,264,119,45.1,34.49,30,0.207,0,8.25,76.11,0,8.62,123.7
T00187,LOAD,LOD001,LOADER,OP004,2026-01-08 08:15:00,2026-01-08 09:35:00,2026-01-08 08:28:29,2026-01-08 08:43:15,14.77,59,59,100.0,44.49,7,0.373,0,2.08,88.95,0,9.57,42.01
T00188,DIG,EXC001,EXCAVATOR,OP006,2026-01-29 15:15:00,2026-01-29 16:30:00,2026-01-29 15:31:34,2026-01-29 16:06:29,34.92,465,465,100.0,34.94,54,0.376,0,4.11,51.95,0,3.47,200.79
T00189,LIFT,EXC001,EXCAVATOR,OP008,2026-01-02 12:30:00,2026-01-02 14:10:00,2026-01-02 12:23:02,2026-01-02 12:51:03,28.03,80,36,45.0,77.73,10,0.303,1,2.31,69.09,0,15.03,104.73
T00190,LOAD,LOD001,LOADER,OP004,2026-01-18 09:30:00,2026-01-18 10:50:00,2026-01-18 09:22:33,2026-01-18 09:54:59,32.43,247,185,74.9,46.56,28,0.319,0,5.77,58.0,0,11.22,150.27
T00191,LIFT,EXC002,EXCAVATOR,OP008,2026-01-15 10:45:00,2026-01-15 12:25:00,2026-01-15 11:08:54,2026-01-15 11:39:07,30.21,148,141,95.3,89.25,17,0.272,0,5.35,83.22,0,6.0,219.42
T00192,LIFT,EXC001,EXCAVATOR,OP003,2026-01-28 10:00:00,2026-01-28 11:40:00,2026-01-28 09:47:46,2026-01-28 10:15:31,27.75,143,93,65.0,74.03,16,0.251,0,0.0,69.1,0,7.13,168.52
T00193,DIG,EXC001,EXCAVATOR,OP005,2026-01-03 08:30:00,2026-01-03 09:45:00,2026-01-03 08:04:15,2026-01-03 08:56:55,52.66,540,297,55.0,38.09,64,0.436,1,4.88,69.65,0,12.94,256.54
T00194,LIFT,EXC002,EXCAVATOR,OP002,2026-01-30 09:45:00,2026-01-30 11:25:00,2026-01-30 09:34:46,2026-01-30 10:03:45,28.97,109,60,55.0,79.85,13,0.355,0,6.03,74.75,0,10.15,141.87
T00195,GRADE,DOZ001,DOZER,OP007,2026-01-17 11:15:00,2026-01-17 13:15:00,2026-01-17 11:02:33,2026-01-17 12:38:34,96.01,940,423,45.0,59.99,102,0.138,0,4.99,61.65,0,2.85,609.72
T00196,LOAD,LOD001,LOADER,OP001,2026-01-11 07:30:00,2026-01-11 08:50:00,2026-01-11 07:35:11,2026-01-11 08:10:06,34.91,242,242,100.0,46.52,28,0.426,1,7.07,69.19,0,13.2,176.92
T00197,DIG,EXC002,EXCAVATOR,OP008,2026-01-23 08:45:00,2026-01-23 10:00:00,2026-01-23 08:57:10,2026-01-23 09:31:20,34.15,539,485,90.0,26.89,56,0.16,0,0.0,82.13,0,9.75,183.91
T00198,DIG,EXC001,EXCAVATOR,OP005,2026-01-07 08:45:00,2026-01-07 10:00:00,2026-01-07 08:48:06,2026-01-07 09:16:43,28.61,193,145,75.1,39.18,24,0.542,1,4.74,72.33,0,15.4,98.31
T00199,LIFT,EXC002,EXCAVATOR,OP002,2026-01-02 09:45:00,2026-01-02 11:25:00,2026-01-02 09:42:07,2026-01-02 10:15:35,33.47,137,137,100.0,86.87,16,0.415,0,5.29,93.59,0,10.3,217.16
T00200,GRADE,DOZ001,DOZER,OP004,2026-01-23 08:30:00,2026-01-23 10:30:00,2026-01-23 08:23:16,2026-01-23 10:58:44,155.45,1029,1029,100.0,71.17,125,0.647,0,4.32,59.57,0,7.18,872.73
T00201,LOAD,LOD001,LOADER,OP007,2026-01-06 16:00:00,2026-01-06 17:20:00,2026-01-06 16:10:45,2026-01-06 16:27:33,16.79,174,78,44.8,39.68,20,0.374,0,0.0,78.2,0,4.03,99.4
T00202,DIG,EXC001,EXCAVATOR,OP007,2026-01-28 13:00:00,2026-01-28 14:15:00,2026-01-28 13:00:41,2026-01-28 13:53:21,52.68,476,214,45.0,47.81,54,0.548,0,10.41,70.69,0,7.59,270.07
T00203,LOAD,LOD001,LOADER,OP006,2026-01-26 07:30:00,2026-01-26 08:50:00,2026-01-26 07:28:53,2026-01-26 07:53:21,24.46,101,86,85.1,52.84,12,0.532,1,5.5,74.18,0,13.74,84.32
T00204,DIG,EXC002,EXCAVATOR,OP003,2026-01-02 11:30:00,2026-01-02 12:45:00,2026-01-02 11:24:56,2026-01-02 11:55:01,30.08,259,168,64.9,33.58,29,0.321,1,2.67,76.51,0,13.29,119.69
T00205,GRADE,DOZ001,DOZER,OP003,2026-01-26 08:00:00,2026-01-26 10:00:00,2026-01-26 08:10:10,2026-01-26 10:56:41,166.51,1087,1087,100.0,68.17,135,0.637,1,0.52,71.05,0,13.12,977.83
T00206,LIFT,EXC001,EXCAVATOR,OP004,2026-01-29 06:30:00,2026-01-29 08:10:00,2026-01-29 06:26:22,2026-01-29 06:55:58,29.6,99,94,94.9,100.63,12,0.283,1,6.63,65.91,1,9.08,162.96
T00207,GRADE,DOZ001,DOZER,OP001,2026-01-25 16:15:00,2026-01-25 18:15:00,2026-01-25 16:02:47,2026-01-25 17:27:06,84.3,735,735,100.0,52.59,82,0.209,0,3.19,66.45,0,12.43,424.51
T00208,DIG,EXC002,EXCAVATOR,OP005,2026-01-04 11:45:00,2026-01-04 13:00:00,2026-01-04 12:09:14,2026-01-04 12:47:05,37.85,489,416,85.1,30.66,52,0.186,0,2.83,55.99,0,9.57,171.74
T00209,GRADE,DOZ001,DOZER,OP003,2026-01-16 17:45:00,2026-01-16 19:45:00,2026-01-16 17:49:24,2026-01-16 20:05:59,136.58,902,496,55.0,65.93,106,0.436,0,3.52,75.63,0,11.67,698.38
T00210,LOAD,LOD001,LOADER,OP007,2026-01-03 12:15:00,2026-01-03 13:35:00,2026-01-03 12:15:02,2026-01-03 12:36:01,20.98,179,179,100.0,41.5,19,0.032,0,6.04,71.34,0,7.84,106.11
T00211,DIG,EXC001,EXCAVATOR,OP006,2026-01-22 10:30:00,2026-01-22 11:45:00,2026-01-22 10:36:16,2026-01-22 11:13:13,36.94,536,482,89.9,34.01,61,0.336,0,1.12,71.73,0,7.22,233.2
T00212,GRADE,DOZ001,DOZER,OP008,2026-01-12 13:00:00,2026-01-12 15:00:00,2026-01-12 13:18:52,2026-01-12 15:17:30,118.63,872,785,90.0,62.54,102,0.478,0,5.8,34.7,0,5.14,581.99
T00213,GRADE,DOZ001,DOZER,OP001,2026-01-03 16:45:00,2026-01-03 18:45:00,2026-01-03 16:48:02,2026-01-03 18:32:23,104.36,894,849,95.0,58.76,101,0.431,1,1.33,66.23,0,18.87,588.59
T00214,LIFT,EXC001,EXCAVATOR,OP003,2026-01-28 15:45:00,2026-01-28 17:25:00,2026-01-28 15:26:24,2026-01-28 15:38:52,12.46,28,28,100.0,78.36,4,0.324,0,4.16,79.43,0,7.24,45.71
T00215,LIFT,EXC002,EXCAVATOR,OP006,2026-01-13 15:00:00,2026-01-13 16:40:00,2026-01-13 15:16:25,2026-01-13 15:26:14,9.81,59,53,89.8,72.01,7,0.276,0,0.0,71.37,0,2.13,65.17
T00216,LOAD,LOD001,LOADER,OP008,2026-01-25 07:15:00,2026-01-25 08:35:00,2026-01-25 07:02:14,2026-01-25 07:20:34,18.34,175,175,100.0,37.9,19,0.12,0,2.94,71.69,0,6.33,90.22
T00217,LOAD,LOD001,LOADER,OP004,2026-01-04 06:15:00,2026-01-04 07:35:00,2026-01-04 06:36:59,2026-01-04 06:57:55,20.94,167,159,95.2,41.74,18,0.149,0,4.27,63.67,1,7.9,88.08
T00218,DIG,EXC002,EXCAVATOR,OP005,2026-01-23 13:15:00,2026-01-23 14:30:00,2026-01-23 13:27:25,2026-01-23 14:05:27,38.03,372,316,84.9,38.76,44,0.508,0,6.76,56.16,0,10.52,173.31
T00219,GRADE,DOZ001,DOZER,OP002,2026-01-05 07:45:00,2026-01-05 09:45:00,2026-01-05 08:02:43,2026-01-05 09:03:45,61.04,503,277,55.1,53.78,52,0.193,0,3.82,57.0,0,15.02,272.69
T00220,GRADE,DOZ001,DOZER,OP006,2026-01-22 11:00:00,2026-01-22 13:00:00,2026-01-22 10:57:14,2026-01-22 12:28:30,91.27,744,409,55.0,55.65,82,0.376,1,5.31,54.52,0,11.74,424.12
T00221,LIFT,EXC001,EXCAVATOR,OP006,2026-01-17 09:00:00,2026-01-17 10:40:00,2026-01-17 08:58:17,2026-01-17 09:17:20,19.04,71,53,74.6,80.01,9,0.483,0,2.59,69.23,0,6.48,98.02
T00222,LIFT,EXC002,EXCAVATOR,OP001,2026-01-12 14:30:00,2026-01-12 16:10:00,2026-01-12 14:15:25,2026-01-12 14:53:58,38.54,139,104,74.8,77.47,16,0.271,1,1.95,69.44,0,16.68,168.56
T00223,LIFT,EXC001,EXCAVATOR,OP002,2026-01-10 12:45:00,2026-01-10 14:25:00,2026-01-10 12:45:01,2026-01-10 13:25:25,40.4,154,154,100.0,76.69,18,0.183,1,3.48,77.41,0,17.39,189.47
T00224,GRADE,DOZ001,DOZER,OP003,2026-01-11 16:00:00,2026-01-11 18:00:00,2026-01-11 16:17:08,2026-01-11 18:36:14,139.09,1071,1017,95.0,58.62,124,0.481,1,0.15,56.99,0,12.55,686.16
T00225,LOAD,LOD001,LOADER,OP003,2026-01-25 08:45:00,2026-01-25 10:05:00,2026-01-25 08:44:13,2026-01-25 09:08:37,24.4,168,92,54.8,42.49,19,0.306,0,6.62,70.24,0,12.87,101.33
T00226,DIG,EXC001,EXCAVATOR,OP003,2026-01-10 08:15:00,2026-01-10 09:30:00,2026-01-10 08:26:53,2026-01-10 08:56:55,30.03,410,226,55.1,34.11,46,0.313,0,1.22,79.47,0,7.89,173.57
T00227,LIFT,EXC002,EXCAVATOR,OP005,2026-01-28 07:30:00,2026-01-28 09:10:00,2026-01-28 07:30:07,2026-01-28 08:03:16,33.16,70,63,90.0,94.7,9,0.696,1,3.86,71.32,0,20.0,113.24
T00228,LOAD,LOD001,LOADER,OP005,2026-01-20 14:00:00,2026-01-20 15:20:00,2026-01-20 13:53:39,2026-01-20 14:19:09,25.51,168,151,89.9,44.78,20,0.667,0,1.84,89.47,0,12.86,117.28
T00229,LIFT,EXC001,EXCAVATOR,OP006,2026-01-27 15:00:00,2026-01-27 16:40:00,2026-01-27 15:01:16,2026-01-27 15:09:53,8.62,27,27,100.0,72.26,4,0.15,0,9.3,83.8,0,3.8,43.52
T00230,LOAD,LOD001,LOADER,OP007,2026-01-20 16:00:00,2026-01-20 17:20:00,2026-01-20 15:47:39,2026-01-20 16:14:57,27.29,167,109,65.3,58.76,21,0.632,0,9.85,80.1,0,6.85,160.56
T00231,LOAD,LOD001,LOADER,OP008,2026-01-08 16:45:00,2026-01-08 18:05:00,2026-01-08 16:34:40,2026-01-08 16:48:45,14.09,116,110,94.8,39.54,13,0.184,0,6.19,62.48,0,4.63,56.62
